- Depth 0 | Player 2 | Move None | Score 0.3 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.2, β=0.188 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.2, β=0.188 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score -0.688 | α=0.2, β=-0.688
                - Depth 4 | Player 2 | Move 0 | Score -0.688 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.713 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.7 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.688 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.713 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.725 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.738 | α=0.2, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.2, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.2, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.2, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.2, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.2, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.2, β=-0.688 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score -0.688 | α=0.2, β=-0.688
                - Depth 4 | Player 2 | Move 0 | Score -0.688 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.713 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.7 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.688 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -1.0 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.738 | α=0.2, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.75 | α=0.2, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.2, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.2, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.2, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.2, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.2, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.2, β=-0.688 [PRUNED]
        - Depth 2 | Player 2 | Move 1 | Score 0.4 | α=0.4, β=0.2
            - Depth 3 | Player 1 | Move 0 | Score -0.488 | α=0.1, β=-0.488
                - Depth 4 | Player 2 | Move 0 | Score 0.288 | α=0.288, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.263 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.288 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score -0.488 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score -0.538 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score -0.5 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 3 | Score -0.488 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 4 | Score -0.8 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 5 | Score -0.8 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 6 | Score -0.8 | α=0.1, β=0.2
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.1, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.1, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.1, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.1, β=-0.488 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.1, β=-0.488 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score 0.05 | α=0.1, β=0.05
                - Depth 4 | Player 2 | Move 0 | Score 0.325 | α=0.325, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.325 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.325, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.325, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.325, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.325, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.325, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.325, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.288 | α=0.288, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.288 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.05 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.012 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score 0.025 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 3 | Score 0.05 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 4 | Score -0.263 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 5 | Score -0.263 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 6 | Score -0.263 | α=0.1, β=0.2
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.1, β=0.05 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.1, β=0.05 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.1, β=0.05 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.1, β=0.05 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score 0.4 | α=0.1, β=0.2
                - Depth 4 | Player 2 | Move 0 | Score 0.425 | α=0.425, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.475 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.1 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score 0.425 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.425, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.425, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.425, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.425, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.4 | α=0.4, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.5 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score -0.213 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score 0.4 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.4, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.4, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.4, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.4, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.612 | α=0.612, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.037 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.612 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.612, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.612 | α=0.612, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.037 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.612 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.612, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.612 | α=0.612, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.037 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.612 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.612, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.612 | α=0.612, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.037 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.612 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.612, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score 0.612 | α=0.612, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.037 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.612 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.612, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.612, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score N/A | α=0.4, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score N/A | α=0.4, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score N/A | α=0.4, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score N/A | α=0.4, β=0.2 [PRUNED]
        - Depth 2 | Player 2 | Move 2 | Score 0.25 | α=0.25, β=0.2
            - Depth 3 | Player 1 | Move 0 | Score 0.0 | α=0.1, β=0.0
                - Depth 4 | Player 2 | Move 0 | Score 0.55 | α=0.55, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.55, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.3 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score -0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 3 | Score -0.238 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 4 | Score -0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 5 | Score -0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 6 | Score -0.55 | α=0.1, β=0.2
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.1, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.1, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.1, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.1, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.1, β=0.0 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score 0.25 | α=0.1, β=0.2
                - Depth 4 | Player 2 | Move 0 | Score 0.6 | α=0.6, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.037 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.6 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.6, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.6, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.6, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.6, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.6, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.362 | α=0.362, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score -0.263 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score -0.263 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 3 | Score 0.362 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.362, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.362, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.362, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.05 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.55 | α=0.55, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.55, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.55 | α=0.55, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.55, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score 0.55 | α=0.55, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.55 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.55, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.55, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
        - Depth 2 | Player 2 | Move 3 | Score 0.237 | α=0.237, β=0.2
            - Depth 3 | Player 1 | Move 0 | Score 0.0 | α=0.1, β=0.0
                - Depth 4 | Player 2 | Move 0 | Score 0.263 | α=0.263, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.263 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.263, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.288 | α=0.288, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.013 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.288 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.062 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score -0.05 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score -0.312 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 3 | Score 0.0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 4 | Score -0.312 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 5 | Score -0.312 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 6 | Score -0.312 | α=0.1, β=0.2
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.1, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.1, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.1, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.1, β=0.0 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score 0.237 | α=0.1, β=0.2
                - Depth 4 | Player 2 | Move 0 | Score 0.312 | α=0.312, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.312 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.312, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.312, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.312, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.312, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.312, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.325 | α=0.325, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.0 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score -0.263 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score 0.325 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.325, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.325, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.325, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.325, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.05 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.237 | α=0.237, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.062 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.237 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.237, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.237, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.237, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.237, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.237, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.25 | α=0.25, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score -0.05 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score 0.25 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.25, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.25, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.263 | α=0.263, β=0.2
                    - Depth 5 | Player 1 | Move 0 | Score 0.263 | α=0.1, β=0.2
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.263, β=0.2 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.263, β=0.2 [PRUNED]
